province_code,province,year,temp,prec,sun,sw_actual,sw_clear,days
330000,浙江省,2012,15.608661202185793,1915.18,2776.3081341693282,12.385491803278688,19.539781420765028,366
330000,浙江省,2013,16.364246575342467,1280.8600000000001,2989.557982592899,13.50572602739726,19.78723287671233,365
330000,浙江省,2014,16.42772602739726,1616.82,2866.304601811268,12.66027397260274,19.346164383561646,365
330000,浙江省,2015,16.5966301369863,1816.95,2642.338888692142,11.667561643835617,19.34041095890411,365
330000,浙江省,2016,17.031420765027324,1686.3,2753.454967877322,12.375655737704918,19.686311475409834,366
330000,浙江省,2017,16.896493150684933,1363.28,2897.643992352068,13.205205479452054,19.960630136986303,365
330000,浙江省,2018,16.929068493150684,1371.03,2869.607668850083,13.126027397260273,20.034794520547944,365
330000,浙江省,2019,16.718438356164384,1738.13,2837.54090501526,12.84695890410959,19.830438356164382,365
330000,浙江省,2020,16.96393442622951,1717.69,2715.985599082321,12.258852459016392,19.769535519125682,366
330000,浙江省,2021,17.418,2047.27,2875.242192431699,13.248109589041096,20.181506849315067,365
330000,浙江省,2022,16.877068493150684,1425.14,2864.358878068819,13.215808219178083,20.208794520547944,365
330000,浙江省,2023,17.45649315068493,1305.73,2904.4262684124387,13.320356164383563,20.087671232876712,365
340000,安徽省,2011,15.586986301369864,923.29,3115.035961655169,12.746356164383561,17.92243835616438,365
340000,安徽省,2012,15.636174863387978,964.37,3137.604197018305,12.964234972677595,18.097677595628415,366
340000,安徽省,2013,16.42312328767123,929.01,3269.1410900497062,13.826849315068493,18.52523287671233,365
340000,安徽省,2014,16.05605479452055,1157.36,3037.687598882392,12.574301369863013,18.130712328767125,365
340000,安徽省,2015,15.827561643835617,1300.18,3052.5089605198823,12.76923287671233,18.322383561643836,365
340000,安徽省,2016,16.29188524590164,1528.73,3021.7263806279675,12.815928961748634,18.57672131147541,366
340000,安徽省,2017,16.326109589041096,1141.98,3148.2498360942345,13.516383561643835,18.804657534246576,365
340000,安徽省,2018,16.31312328767123,1429.91,3147.453557735138,13.525013698630138,18.821424657534244,365
340000,安徽省,2019,17.139205479452055,750.51,3171.6742023706283,13.681150684931506,18.893315068493152,365
340000,安徽省,2020,16.34912568306011,1813.76,3012.3251531139886,12.84620218579235,18.678715846994535,366
340000,安徽省,2021,16.922821917808218,1309.91,3071.6753235749848,13.37958904109589,19.078383561643836,365
340000,安徽省,2022,17.32213698630137,963.13,3289.172586189835,14.345643835616437,19.1032602739726,365
340000,安徽省,2023,17.15753424657534,1043.26,3150.626811459704,13.803123287671234,19.18909589041096,365
350000,福建省,2011,16.569917808219177,1336.47,2837.378647893666,13.558328767123287,20.929698630136986,365
350000,福建省,2012,17.022650273224045,2013.11,2701.379825796993,12.896448087431695,20.910218579234975,366
350000,福建省,2013,17.22917808219178,1605.48,2891.7377265750974,13.965698630136986,21.153287671232878,365
350000,福建省,2014,17.45213698630137,1727.37,2976.5956468202708,14.168219178082191,20.848246575342465,365
350000,福建省,2015,17.832136986301368,1927.1299999999999,2695.058455155678,12.921260273972603,20.99958904109589,365
350000,福建省,2016,18.020956284153005,2399.27,2652.172485692737,12.679398907103824,20.939726775956284,366
350000,福建省,2017,17.78145205479452,1549.66,2966.3876316379115,14.491917808219178,21.397945205479452,365
350000,福建省,2018,17.816027397260275,1695.79,2910.9589254876882,14.234328767123287,21.41780821917808,365
350000,福建省,2019,18.11367123287671,1481.5,2846.19861026555,13.714931506849315,21.105835616438355,365
350000,福建省,2020,17.970901639344262,1530.57,2897.694126242189,14.053169398907103,21.242021857923497,366
350000,福建省,2021,18.29117808219178,1462.94,2987.4933178919437,14.619095890410959,21.433232876712328,365
350000,福建省,2022,17.85167123287671,1723.8,2812.2580152768855,13.82917808219178,21.538493150684932,365
350000,福建省,2023,18.219150684931506,1833.75,2869.7444156084903,13.944082191780822,21.28241095890411,365
360000,江西省,2011,17.11476712328767,1101.18,2804.0084763484783,12.58076712328767,19.651780821917807,365
360000,江西省,2012,16.947021857923495,2202.9900000000002,2668.192458673965,12.016120218579234,19.725191256830602,366
360000,江西省,2013,17.99882191780822,1349.19,2956.2051575696837,13.563095890410958,20.095479452054796,365
360000,江西省,2014,18.040986301369863,1754.65,2833.716599936341,12.696794520547945,19.625095890410957,365
360000,江西省,2015,17.811890410958906,2263.17,2573.331928000743,11.606520547945205,19.755150684931507,365
360000,江西省,2016,18.160546448087434,2176.4,2714.5715210895432,12.393661202185791,19.997349726775955,366
360000,江西省,2017,18.154,1673.35,2782.1967169682785,12.874712328767124,20.268602739726028,365
360000,江西省,2018,18.08095890410959,1651.23,2868.618941385741,13.335534246575342,20.36158904109589,365
360000,江西省,2019,18.08753424657534,2131.41,2777.5048668057248,12.735260273972603,20.082931506849317,365
360000,江西省,2020,18.249398907103824,2169.37,2767.649576496583,12.657868852459016,20.031967213114754,366
360000,江西省,2021,18.922383561643837,1548.25,2865.5079230391343,13.24441095890411,20.24441095890411,365
360000,江西省,2022,18.373150684931506,1810.27,2850.1782403992966,13.416054794520546,20.617068493150683,365
360000,江西省,2023,18.792383561643835,1727.57,2841.461700519019,13.211561643835617,20.36509589041096,365
370000,山东省,2011,11.581287671232877,885.12,3371.782100924307,13.508219178082191,17.54739726027397,365
370000,山东省,2012,12.008224043715847,652.52,3455.8024859737766,13.909180327868853,17.62896174863388,366
370000,山东省,2013,12.345232876712329,758.77,3504.284259262135,14.117835616438358,17.64586301369863,365
370000,山东省,2014,13.38745205479452,579.62,3438.6015239521853,13.727068493150686,17.48517808219178,365
370000,山东省,2015,12.996684931506849,673.05,3402.547351769881,13.804356164383561,17.769945205479452,365
370000,山东省,2016,13.043715846994536,821.66,3379.699045608058,14.05808743169399,18.218907103825135,366
370000,山东省,2017,13.551068493150686,653.75,3469.9645702972784,14.537452054794521,18.350054794520545,365
370000,山东省,2018,13.246164383561645,893.84,3491.229388387295,14.776,18.537561643835616,365
370000,山东省,2019,13.721835616438357,728.91,3511.747360578177,14.741013698630137,18.385616438356163,365
370000,山东省,2020,12.84775956284153,1026.82,3363.9132016109475,14.193032786885245,18.480109289617488,366
370000,山东省,2021,12.820438356164384,1247.81,3347.7338379320086,14.231397260273972,18.619616438356164,365
370000,山东省,2022,12.612575342465753,1084.76,3465.094790603558,14.71745205479452,18.6033698630137,365
370000,山东省,2023,13.415287671232877,876.17,3529.3292608430065,15.178301369863014,18.83671232876712,365
410000,河南省,2011,14.320438356164384,755.8,3207.6712324398964,12.584356164383562,17.183643835616436,365
410000,河南省,2012,14.338087431693989,525.08,3197.862769928336,12.617841530054646,17.282213114754096,366
410000,河南省,2013,15.715397260273972,551.38,3361.878929267029,13.647205479452053,17.780164383561644,365
410000,河南省,2014,15.504931506849315,693.39,3186.42307409361,12.733753424657534,17.503589041095893,365
410000,河南省,2015,14.958328767123287,711.92,3157.3594560374568,12.80613698630137,17.765123287671233,365
410000,河南省,2016,15.500655737704918,816.01,3179.076385580435,13.111994535519125,18.06516393442623,366
410000,河南省,2017,15.425205479452055,798.06,3227.349855784001,13.536054794520547,18.370465753424657,365
410000,河南省,2018,15.10641095890411,843.94,3242.9988753772823,13.690356164383562,18.490219178082192,365
410000,河南省,2019,16.042191780821916,570.71,3218.5399090432197,13.470657534246575,18.331753424657535,365
410000,河南省,2020,15.263224043715848,1001.53,3130.887244628744,13.102704918032787,18.330218579234973,366
410000,河南省,2021,15.416849315068491,1277.9,3105.6421374824636,13.251808219178082,18.68950684931507,365
410000,河南省,2022,15.745917808219179,604.32,3355.833747606287,14.271917808219179,18.627561643835616,365
410000,河南省,2023,15.495753424657535,1021.82,3297.3390795265536,14.098986301369864,18.728301369863015,365
420000,湖北省,2011,16.384794520547945,772.9,3114.045952665991,12.691095890410958,17.85041095890411,365
420000,湖北省,2012,16.220710382513662,860.01,2997.8232428289907,12.29827868852459,17.968524590163934,366
420000,湖北省,2013,16.909945205479453,1172.1200000000001,3282.4417062847137,13.858794520547946,18.492794520547946,365
420000,湖北省,2014,16.82158904109589,939.72,2997.5582664701706,12.366657534246576,18.070027397260276,365
420000,湖北省,2015,16.833205479452054,1138.38,3014.0394130554446,12.638849315068494,18.36676712328767,365
420000,湖北省,2016,16.862486338797815,1491.97,2948.141408731141,12.635327868852459,18.77207650273224,366
420000,湖北省,2017,16.924931506849315,1183.3,3038.614705792677,13.090904109589042,18.869835616438355,365
420000,湖北省,2018,17.094356164383562,1044.44,3039.487304806823,13.225999999999999,19.05909589041096,365
420000,湖北省,2019,17.61654794520548,888.06,3061.5181135585804,13.216328767123288,18.908109589041096,365
420000,湖北省,2020,16.648032786885246,1956.13,2903.474281168941,12.477814207650274,18.82325136612022,366
420000,湖北省,2021,17.25849315068493,1283.76,2957.275648470219,12.981287671232877,19.22649315068493,365
420000,湖北省,2022,17.402821917808218,1121.97,3198.5634025812706,14.077260273972602,19.27690410958904,365
420000,湖北省,2023,17.487671232876714,1270.17,3145.758483448134,13.749150684931505,19.14364383561644,365
430000,湖南省,2011,16.271780821917808,952.36,2689.664245461684,11.655178082191782,18.979945205479453,365
430000,湖南省,2012,15.765573770491804,1513.86,2422.314942175929,10.53497267759563,19.049207650273225,366
430000,湖南省,2013,17.207780821917808,1215.61,2847.236957986529,12.740027397260272,19.59841095890411,365
430000,湖南省,2014,16.938219178082193,1446.08,2538.0401260108138,11.031369863013698,19.037287671232875,365
430000,湖南省,2015,16.951890410958903,1531.95,2436.566168514393,10.831616438356164,19.471041095890413,365
430000,湖南省,2016,16.96967213114754,1619.95,2576.5273391575374,11.674863387978142,19.846830601092893,366
430000,湖南省,2017,17.077479452054792,1464.67,2546.803631151457,11.60317808219178,19.955178082191782,365
430000,湖南省,2018,17.186821917808217,1402.7,2658.7284612920153,12.198602739726027,20.096027397260276,365
430000,湖南省,2019,16.956602739726026,1619.24,2580.035833880795,11.619424657534246,19.72572602739726,365
430000,湖南省,2020,16.88562841530055,1953.67,2464.9929302688156,11.125081967213115,19.76795081967213,366
430000,湖南省,2021,17.703150684931504,1517.9,2641.1619766033036,12.06745205479452,20.01219178082192,365
430000,湖南省,2022,17.46517808219178,1333.46,2738.739171957839,12.753698630136988,20.39668493150685,365
430000,湖南省,2023,18.29013698630137,1270.44,2714.8912584817567,12.516027397260276,20.192410958904112,365
440000,广东省,2011,21.188520547945206,1357.75,2906.3904208328418,14.174575342465754,21.361424657534247,365
440000,广东省,2012,21.683169398907104,1785.8,2605.0612637101476,12.649890710382513,21.26879781420765,366
440000,广东省,2013,21.49241095890411,1897.19,2745.376612203158,13.333150684931509,21.271835616438356,365
440000,广东省,2014,21.802602739726026,1712.34,2862.174637654987,13.879013698630137,21.239123287671234,365
440000,广东省,2015,22.535150684931505,1871.5,2816.1518682725136,13.790794520547946,21.44901369863014,365
440000,广东省,2016,21.703306010928962,2197.7,2695.03221840498,13.099808743169397,21.289972677595628,366
440000,广东省,2017,22.16191780821918,1556.03,2751.3756118802557,13.595671232876713,21.6433698630137,365
440000,广东省,2018,22.09627397260274,1817.21,2680.9047838960496,13.326328767123286,21.772246575342464,365
440000,广东省,2019,22.881698630136984,1894.04,2851.2445975347237,13.943561643835615,21.419698630136985,365
440000,广东省,2020,22.583715846994533,1570.67,2871.220557337514,14.24464480874317,21.72997267759563,366
440000,广东省,2021,23.210246575342467,1353.86,3019.6642383041963,15.048191780821918,21.827287671232877,365
440000,广东省,2022,21.95950684931507,2004.59,2825.922479222764,14.120438356164383,21.88578082191781,365
440000,广东省,2023,22.7907397260274,1832.47,2787.5523689738166,13.655205479452054,21.456027397260275,365
450000,广西壮族自治区,2011,18.748876712328766,1210.98,2713.279854309279,12.637041095890412,20.399753424657533,365
450000,广西壮族自治区,2012,19.314972677595627,1525.16,2485.93521090159,11.457185792349726,20.18655737704918,366
450000,广西壮族自治区,2013,19.491945205479453,1635.47,2713.9508774914084,12.774191780821917,20.616054794520547,365
450000,广西壮族自治区,2014,19.672575342465752,1586.87,2650.390469994464,12.308027397260275,20.340082191780823,365
450000,广西壮族自治区,2015,20.152986301369864,1875.36,2570.917885681144,11.978383561643835,20.407232876712328,365
450000,广西壮族自治区,2016,19.772732240437158,1587.1299999999999,2783.315860467499,13.21915300546448,20.802486338797813,366
450000,广西壮族自治区,2017,20.083068493150684,1746.84,2589.890151242936,12.398246575342466,20.96780821917808,365
450000,广西壮族自治区,2018,19.884520547945208,1417.28,2557.202211268614,12.282712328767122,21.037945205479453,365
450000,广西壮族自治区,2019,20.02621917808219,1620.54,2587.1782612457323,12.158054794520547,20.583150684931507,365
450000,广西壮族自治区,2020,19.840874316939892,2025.91,2584.396027891509,12.265273224043716,20.7870218579235,366
450000,广西壮族自治区,2021,20.551068493150687,1386.27,2783.8222890504776,13.340876712328768,20.990219178082192,365
450000,广西壮族自治区,2022,19.886410958904108,1700.2,2697.779839136703,13.098027397260273,21.26539726027397,365
450000,广西壮族自治区,2023,21.104712328767125,1270.15,2714.0203745290987,13.00986301369863,20.995863013698628,365
460000,海南省,2011,23.76923287671233,1726.93,2984.3059939519344,14.660657534246576,21.517123287671232,365
460000,海南省,2012,24.654262295081963,2043.05,2944.624982743257,14.635874316939889,21.77021857923497,366
460000,海南省,2013,24.39290410958904,2175.55,3009.587380953288,14.81904109589041,21.566876712328767,365
460000,海南省,2014,24.600438356164382,1801.99,3203.468284350359,15.76594520547945,21.55627397260274,365
460000,海南省,2015,25.180054794520547,1548.33,3299.736143497984,16.366191780821918,21.72413698630137,365
460000,海南省,2016,24.76030054644809,2048.2,3070.2887773282646,15.092349726775957,21.530382513661202,366
460000,海南省,2017,24.754849315068494,2047.76,3040.039637070738,15.284684931506849,22.02172602739726,365
460000,海南省,2018,24.59164383561644,2179.6,3104.7359488621582,15.676712328767124,22.115890410958905,365
460000,海南省,2019,25.617397260273975,1814.76,3264.0257015670586,16.291095890410958,21.86104109589041,365
460000,海南省,2020,25.39218579234973,1912.89,3202.826589559508,16.09934426229508,22.01653005464481,366
460000,海南省,2021,25.065232876712326,1632.69,3344.9011050167887,16.91772602739726,22.153013698630136,365
460000,海南省,2022,24.612931506849314,2218.14,3034.5689907055707,15.396465753424657,22.22276712328767,365
460000,海南省,2023,25.22956164383562,2130.7599999999998,3151.744375832061,15.726547945205478,21.855287671232876,365
500000,重庆市,2011,14.261671232876713,1109.04,2628.102114172392,11.14090410958904,18.56745205479452,365
