province_code,province,year,y_wang_original,irr,flood,sun,temp,spei,prec,mech,fert,drou_a,flood_a,ndvi,prec_capital,sun_capital,ndvi_summer_peak,ndvi_yearly,lst_day_growing_mean_k,lst_night_growing_mean_k,production_wan_ton,sown_qian_ha,yield_kg_per_ha,y_linear,y_butter,y_zscore,prec_nasa,sun_nasa
530000,云南省,2015,0.03,28.1054,3.39,3244.5843157259906,15.21,0.1096,917.64,0.489,231.87,47.7,464.65,0.6776303165918084,496.23,2688.85,0.7569345775243053,0.65013828765835,297.3812447464282,287.002759897601,1791.27,6818.64,2627.0194642919996,7.963200265327032,-14.838142054788477,-0.39907251667997073,917.64,3244.5843157259906
530000,云南省,2016,0.028,28.9317,3.32,3082.6502621695768,14.98,0.1236,956.41,0.507,235.58,102.0,494.87,0.6903624889992932,511.9,2460.16,0.7737494634312433,0.6594446393429995,297.44588236524015,287.07517476773484,1815.07,6786.62,2674.483026897042,35.731821870971544,4.658947877695482,0.2036447393143037,956.41,3082.6502621695768
530000,云南省,2017,0.026,29.6038,2.73,3146.4652384801934,14.96,0.4841,838.26,0.52,231.94,567.45,525.08,0.6929042464237405,418.21,2413.88,0.7493747720469466,0.667048633688928,296.51980632656915,286.5579334429475,1843.42,6790.8,2714.584437768746,56.13829174327793,24.215878264049024,0.7128735244187073,838.26,3146.4652384801934
530000,云南省,2018,0.024,30.3497,2.19,3179.0169518625503,15.1,0.4418,821.15,0.391,217.37,1432.9,555.3,0.6811527686294437,496.96,2747.09,0.7520844943282807,0.6559575193016846,296.6274534297895,286.4047101849441,1860.54,6890.77,2700.0465840537413,21.905497028875743,-3.253928595683192,0.5282642195490627,821.15,3179.0169518625503
530000,云南省,2019,0.022,36.0557,1.16,3364.0254779122747,16.31,-1.7457,676.84,0.391,204.03,871.7,585.52,0.6894615759240655,447.23,2283.57,0.7757005887586617,0.6626188927527777,298.50947566509376,287.60321834982176,1870.03,6938.86,2695.0104195790086,-2.825608445254602,-16.926454327703595,0.4643123569759764,676.84,3364.0254779122747
530000,云南省,2020,0.02,37.0981,2.11,3160.605487184232,15.45,-0.4314,873.49,0.399,196.7,325.42,615.73,0.6904653016264845,464.63,2201.2,0.7790545147776813,0.6635334039619752,297.23143642913834,286.73099186456557,1895.86,6989.67,2712.3741178052755,-5.156851218385327,-7.422705628830499,0.6848057201888021,873.49,3160.605487184232
150000,内蒙古自治区,2011,0.039,33.1935,5.17,3591.06210923371,5.74,-1.8048,331.93,0.421,176.94,1131.2,389.9,0.3137077061747594,341.82,2554.77,0.43672222392679316,0.23565590840585296,302.6762319394116,280.99679096334745,2573.41,7539.51,3413.2324249188605,-76.46598158045526,-0.6963393447804265,-1.6427958349915128,331.93,3591.06210923371
150000,内蒙古自治区,2012,0.036,33.7645,6.05,3527.2896622075905,4.38,1.0992,490.0,0.428,189.04,453.6,965.5,0.3352265316122264,410.49,2418.9,0.4657412656982658,0.24584225092795406,301.69537132350496,281.33925478880263,2739.83,7670.84,3571.7470316158333,3.0234110246719865,-27.276950442875204,-1.1698590934747415,490.0,3527.2896622075905
150000,内蒙古自治区,2013,0.034,31.9551,7.02,3544.2497290513943,5.95,-0.0314,367.24,0.438,202.42,582.6,1058.22,0.33761872176665425,461.93,2064.39,0.4532090576010086,0.24854831288696125,301.0908794218962,281.1350644208596,3070.48,7823.05,3924.9141958698974,277.16536118686145,187.33082373287652,-0.11616611619389652,367.24,3544.2497290513943
150000,内蒙古自治区,2014,0.032,32.5398,0.96,3505.324561467277,6.56,-0.7907,361.38,0.45,222.7,1313.6,1150.93,0.3275935016751728,478.98,2228.08,0.4335331537266721,0.25224236861110766,302.58834280963356,281.76483507478326,3112.36,8079.08,3852.3693291810455,125.59528040616397,49.64269982429232,-0.3326075759464469,361.38,3505.324561467277
150000,内蒙古自治区,2015,0.03,33.3503,2.2,3483.8532513117943,6.35,-0.8621,349.06,0.452,229.35,2171.7,1243.65,0.3244092771667591,396.68,2445.27,0.4281124678749113,0.2491121984216207,302.0949209778918,281.3012545317239,3292.58,8423.68,3908.7192296003645,102.91996673363747,102.43043659759451,-0.16448465753266872,349.06,3483.8532513117943
150000,内蒙古自治区,2016,0.028,33.8324,2.86,3601.7009110499475,6.14,1.0904,318.08,0.372,234.64,2770.5,1336.37,0.3231180090166935,376.81,2401.72,0.41724602739711264,0.2434435798000019,302.52318112694354,281.5984490065572,3263.28,8957.21,3643.188001621041,-241.63647533756057,-154.45439759095734,-0.956711168062101,318.08,3601.7009110499475
150000,内蒙古自治区,2017,0.026,34.3002,2.35,3678.091567123357,6.9,-1.6547,278.81,0.386,235.04,3238.8,1429.08,0.3201469016725091,325.18,2417.33,0.43369967339382715,0.24837126711717675,303.44031887128114,281.58908576452455,3254.54,9014.22,3610.4510429077613,-353.39864814268594,-220.48317696837285,-1.054383621747237,278.81,3678.091567123357
150000,内蒙古自治区,2018,0.024,34.5346,7.52,3546.9055434740926,6.31,-0.6413,463.0,0.415,222.67,1427.0,1521.8,0.33984932347099045,490.18,2368.19,0.4786335223341402,0.2627846121911806,302.4265818786311,282.0702761792748,3553.28,8824.07,4026.8039578108514,-16.070947331441403,103.17526073110776,0.18782739588914224,463.0,3546.9055434740926
150000,内蒙古自治区,2019,0.022,27.8142,2.51,3604.166024381662,6.54,-0.3737,352.71,0.435,218.44,379.7,1614.52,0.3338878736541426,377.0,2506.4,0.4555169782656479,0.2620618305794245,302.7092212036537,281.7390019507879,3652.54,8885.02,4110.8967678181925,-11.003351415974976,57.965460368899585,0.43872275738657796,352.71,3604.166024381662
150000,内蒙古自治区,2020,0.02,27.8136,1.44,3495.7010975044223,6.28,0.7294,451.69,0.457,207.7,1165.1,1707.23,0.33934093899772627,514.77,2461.23,0.4584953413639909,0.2554441148083026,302.18181519854886,281.22418688279697,3664.1,8882.81,4124.933438855497,-75.99189447051594,-63.77683798848648,0.480601910358368,451.69,3495.7010975044223
110000,北京市,2011,0.031,94.7195,0.45,3599.630543170674,12.32,-0.1253,624.92,0.888,13.84,18.07,39.7,0.5598303852524474,436.67,2310.32,0.714201932,0.42568664103304016,298.6865826413956,286.9771519591843,121.77,298.62,4077.757685352622,69.70868529467725,-0.031117075247948378,1.6262524822962552,624.92,3599.630543170674
110000,北京市,2012,0.028,93.9095,4.87,3551.7463278835216,11.96,0.5081,696.9,0.867,13.67,22.09,57.6,0.5823829850326593,400.38,2344.02,0.710529324,0.4401714974647373,299.5604739693968,287.54484222880063,113.77,278.03,4092.0044599503653,172.74090716812316,131.77077639308573,1.6647120286346018,696.9,3551.7463278835216
110000,北京市,2013,0.026,69.2398,4.13,3495.962719947091,12.05,-0.1067,583.38,0.875,12.78,26.1,60.12,0.5770178811727277,361.49,2668.35,0.712808596,0.4362559800415981,299.44569802239073,287.18963120407307,96.13,237.29,4051.161026591934,220.68292108536525,225.91991119013255,1.5544540957187132,583.38,3495.962719947091
110000,北京市,2014,0.024,64.7557,4.21,3534.6760896205487,13.31,-1.1124,486.33,1.006,11.6,13.15,62.63,0.5664925222857143,330.42,2303.9,0.6698009920000001,0.4344154255940031,300.3603658837675,288.14013385510947,63.94,194.64,3285.0390464447187,-456.6536117861474,-404.61749543911674,-0.5137125334469488,486.33,3534.6760896205487
110000,北京市,2015,0.022,62.1493,0.41,3508.064785473859,12.87,-0.8859,543.41,1.081,10.53,6.58,65.15,0.5768124840000001,418.2,2346.95,0.697449352,0.44676269887091485,299.77025967289126,288.2279158402669,62.64,172.14,3638.898570930638,-14.008640024525448,59.06017331382782,0.4415406493602851,543.41,3508.064785473859
110000,北京市,2016,0.02,58.1312,1.79,3573.340389227937,12.61,1.1499,689.91,0.992,9.65,3.29,67.67,0.6024224000398188,333.47,2449.23,0.710991056,0.45949910884539685,299.7777595471574,288.08008829373676,52.76,145.55,3624.8711782892474,60.74941460975742,132.84533037957635,0.40367333043862536,689.91,3573.340389227937
110000,北京市,2017,0.019,52.2534,0.0,3625.68869625965,12.99,-1.0631,548.03,1.104,8.55,2.19,70.18,0.5995158291428572,400.71,2378.72,0.7203261440000001,0.4584341854835127,299.71871384882115,288.30571802662433,41.12,120.94,3400.0330742516953,-75.30324215209203,-7.291321350718135,-0.20328310180730655,548.03,3625.68869625965
110000,北京市,2018,0.018,49.6244,2.5,3522.817950612617,12.67,-0.2027,609.96,1.211,7.29,1.59,72.7,0.5975362217142858,387.4,2229.8,0.72447386,0.4567125379525931,299.5862197590541,288.324958730436,34.14,103.79,3289.334232585027,-97.21663654308668,-34.148582833472574,-0.5021175644059431,609.96,3522.817950612617
110000,北京市,2019,0.017,98.4144,0.23,3603.721540656205,13.24,-1.3709,498.05,1.387,6.17,1.0,75.22,0.5909198058464052,421.58,2545.0,0.707055936,0.4571611704351206,300.0617082438918,288.66543903062905,28.76,88.55,3247.882552230378,-49.88286962203301,-2.369764829308224,-0.614017476239635,498.05,3603.721540656205
110000,北京市,2020,0.016,98.5135,2.04,3571.558062567046,12.85,-0.5264,704.27,1.224,6.1,0.7,77.73,0.6123946308813724,393.21,2345.01,0.722487788,0.47272679188532823,299.3987352244135,288.17525276926006,30.53,98.18,3109.594622122632,-99.38535245410594,-82.11385740753076,-0.9873294156912056,704.27,3571.558062567046
220000,吉林省,2011,0.031,25.6932,1.1,3455.1226260732087,5.45,-1.4987,509.83,0.445,195.2,252.0,58.2,0.5750364833954619,486.3,2543.54,0.8013612181201487,0.413544563674159,295.4392699077897,282.26366647679873,3231.79,5297.23,6100.9055676268545,-320.9949512598105,-0.8818211497864468,-1.4228875693569403,509.83,3455.1226260732087
220000,吉林省,2012,0.029,26.3237,1.3,3297.62989696402,4.5,1.2581,861.98,0.47,206.73,303.8,70.4,0.5997183766002608,365.71,2124.53,0.8025427633788397,0.4294166759105443,295.176985851967,282.7881857592598,3450.21,5431.98,6351.661824969901,-78.30297262574913,30.32017210018421,-0.45695178713352846,861.98,3297.62989696402
220000,吉林省,2013,0.027,21.466,7.58,3331.6513895794506,4.29,1.3069,906.35,0.485,216.79,436.05,73.42,0.5975507699213569,445.32,2538.28,0.8002311819859295,0.41399448290675384,294.531900705265,282.7927746975996,3763.3,5632.95,6680.868816517101,242.83974021246468,181.35998347551504,0.8111833184982736,906.35,3331.6513895794506
220000,吉林省,2014,0.025,23.1475,0.41,3457.7905924328093,6.23,-1.9454,609.28,0.496,226.7,568.3,76.43,0.5890357811837379,399.05,2337.01,0.7880245082960781,0.4367260595596299,296.23203735007985,282.92789487417537,3800.06,5890.5,6451.1671335200745,5.073778506454801,-164.85204565224558,-0.07364833912304715,609.28,3457.7905924328093
220000,吉林省,2015,0.023,25.4566,0.4,3368.1642607928547,6.55,-0.9087,642.25,0.526,231.24,700.0,79.45,0.602688802739112,427.5,2740.52,0.7996369226707174,0.4402760088141129,295.48282787062453,282.9089440490205,3974.1,5997.91,6625.807989783108,171.65035606050242,-39.78915199293078,0.5990840340987329,642.25,3368.1642607928547
220000,吉林省,2016,0.021,26.0436,1.17,3326.974986052412,6.25,0.1518,845.23,0.512,233.61,524.3,82.47,0.6042832307013258,397.15,2649.49,0.7955531454330919,0.43489821375304755,294.8551325943826,282.9662883064153,4150.7,6063.25,6845.668577083247,383.44666465165665,208.1290384236936,1.446006901045678,845.23,3326.974986052412
220000,吉林省,2017,0.02,26.909,7.43,3445.4209446822097,6.35,-1.5708,748.0,0.54,231.02,475.4,85.48,0.5915237156731374,392.58,2438.97,0.795692465880681,0.43580623600573665,295.7626720604854,282.5673185926484,4154.0,6086.2,6825.2768558377975,354.9906646972213,292.1273784085606,1.367456146536853,748.0,3445.4209446822097
220000,吉林省,2018,0.018,26.909,0.28,3279.1730664570355,6.43,-0.5117,934.04,0.57,228.3,1086.0,88.5,0.6029644931830391,434.76,2641.41,0.7976473103376305,0.4493033966552084,296.22241533944987,283.4104015143842,3632.74,6080.89,5974.026828309671,-504.32364153989056,-428.70364568220157,-1.9116359483941987,934.04,3279.1730664570355
220000,吉林省,2019,0.017,25.5213,4.68,3358.2679715871877,7.24,-0.2225,886.34,0.597,227.06,612.6,91.52,0.6064267016829976,435.64,2691.75,0.8156492983633911,0.46110093208364344,296.0450440553259,283.28801730270214,3877.93,6117.05,6339.542753451418,-146.8719951071289,17.974743510632834,-0.5036355466977519,886.34,3358.2679715871877
220000,吉林省,2020,0.016,25.467,0.66,3238.926215047008,6.65,-0.7558,990.25,0.634,225.3,139.2,94.53,0.6043464947458029,381.2,2176.02,0.8084030215991524,0.4437604614445268,295.66399823062244,283.0002830412123,3803.17,6150.99,6183.020944595911,-311.4580826716219,-144.59205091814692,-1.1065717105799262,990.25,3238.926215047008
510000,四川省,2011,0.035,38.6786,5.63,2671.699175481394,17.16,-1.0793,1049.68,0.372,251.23,222.0,519.0,0.6151250648731411,417.09,2220.88,0.7251795222143598,0.5223520703273087,293.87583743974807,279.6624244421141,3249.51,9215.4,3526.1735790090506,-51.641162575281214,0.15336400790374682,-0.667565374289914,1049.68,2671.699175481394
510000,四川省,2012,0.032,39.5992,6.91,2527.37889110263,16.67,0.2777,1177.05,0.396,253.03,800.4,644.4,0.6139399134576463,289.01,2682.22,0.7327851674466773,0.5224583552182334,292.32186615457033,278.00797009059886,3271.28,9319.58,3510.115262704972,-65.90406124993933,-25.635044808399925,-0.9298684880620065,1177.05,2527.37889110263
510000,四川省,2013,0.03,38.9134,6.46,2743.458882419821,18.2,0.5025,1149.0,0.422,251.14,576.8,672.82,0.6273582109156951,498.16,2072.69,0.7448578375127936,0.5388971628628894,293.5998345655453,279.8796288671814,3336.06,9371.69,3559.720818763745,-14.503087561745815,8.75896861925321,-0.11959102383574101,1149.0,2743.458882419821
510000,四川省,2014,0.028,39.6538,3.11,2594.534229828851,17.14,0.8925,1111.91,0.444,250.2,222.9,701.23,0.6240249074031089,386.73,2114.82,0.7112035464923816,0.5430596021645234,293.1983756186792,278.9759695155853,3324.64,9377.7,3545.2616313168473,-27.16685737922262,-28.301442727387894,-0.35577331207303414,1111.91,2594.534229828851
510000,四川省,2015,0.026,40.6765,2.73,2682.1011498880307,18.2,0.7567,1128.95,0.466,249.83,113.0,729.65,0.6312197587252802,409.09,2282.25,0.7265034145334058,0.5543946780906253,293.66917791378245,278.84847622578843,3394.6,9451.06,3591.7664261998125,21.133355133162695,-8.641974767076135,0.4038550494654607,1128.95,2682.1011498880307
510000,四川省,2016,0.024,41.8434,1.46,2744.9101373486005,17.78,-0.4406,1145.03,0.449,248.98,34.8,758.07,0.635346706567466,392.61,2452.98,0.7288173756108227,0.550518505219825,293.8793037561002,279.59942807874654,3469.93,9493.82,3654.9355264793307,86.09787304210158,31.398536671318197,1.435684998741689,1145.03,2744.9101373486005
510000,四川省,2017,0.022,42.729,1.49,2673.3418420706544,17.78,0.4892,1137.57,0.462,241.95,98.7,786.48,0.6271059850603175,364.18,2460.33,0.7233361850037507,0.5513311262119519,293.31382872327094,279.00060378225527,3488.9,9575.05,3643.740763755803,76.69852794799453,9.380484814972078,1.252825160591956,1137.57,2673.3418420706544
510000,四川省,2018,0.02,43.613,3.72,2645.9408465706365,17.4,0.2176,1384.13,0.479,235.21,79.0,814.9,0.6295238022881827,487.82,2514.78,0.723028661975467,0.5479792257588948,292.30189280216854,277.9090564177668,3493.7,9615.32,3633.472416934642,68.22559875625393,4.257810104330474,1.085097779123063,1384.13,2645.9408465706365
510000,四川省,2019,0.019,56.365,2.45,2636.9122338839525,17.38,0.4758,1192.85,0.483,222.77,163.8,843.32,0.6415738230143576,377.69,2761.03,0.7414751535978182,0.556752489466141,293.21480255171366,279.46952170808487,3498.5,9692.98,3609.3131317716534,45.86173122268565,-0.7033918025922503,0.6904701229751888,1192.85,2636.9122338839525
510000,四川省,2020,0.018,57.0929,3.65,2633.7998323156025,17.58,0.5656,1401.18,0.483,210.8,0.51,871.73,0.6390401794581331,392.23,2732.55,0.7483611270723938,0.5636304672961505,293.18654175368005,279.4223617833866,3527.43,9849.89,3581.1872010753423,19.53121815579516,-0.18788251161458902,0.23104965449764198,1401.18,2633.7998323156025
120000,天津市,2011,0.033,77.1689,0.86,3605.009259200133,13.01,0.1042,622.29,1.32,24.39,2.1,3.8,0.4648533292095495,422.86,2092.05,0.6574135959188516,0.3460224772248202,299.81181494007313,288.35736943236367,163.16,442.45,3687.6483218442763,120.46485848432621,-0.5536803422569392,-1.4138259721075688,622.29,3605.009259200133
120000,天津市,2012,0.03,76.9498,2.88,3588.4340700777807,12.45,0.9566,809.09,1.265,24.45,2.45,117.5,0.4680694920326422,354.04,2702.67,0.6271959128065395,0.35049819347686717,300.4637181011387,288.96217276236376,163.56,448.98,3642.923960978217,-123.14317840507192,-149.90104056428163,-1.4727654487742345,809.09,3588.4340700777807
120000,天津市,2013,0.028,70.5183,0.0,3506.4963010001584,12.64,-0.1693,522.1,1.256,24.34,2.1,126.82,0.4600177441838405,433.72,2228.03,0.6378475182351895,0.3426822458665393,301.1588517031345,288.6030500434063,177.44,441.34,4020.4830742738027,55.53225886717473,99.60810293613349,-0.9752035805338809,522.1,3506.4963010001584
120000,天津市,2014,0.026,70.5183,2.66,3582.24073205068,13.94,-1.1738,465.17,1.247,23.3,1.75,136.13,0.4426877191460517,404.58,2332.42,0.5921491996680105,0.33668760150853355,301.68229824996024,289.274620151205,178.19,443.01,4022.256833931514,-141.57765749845294,-61.67469286769574,-0.9728660520833115,465.17,3582.24073205068
120000,天津市,2015,0.024,70.5183,2.72,3547.5298458420098,13.37,-0.7191,541.24,1.262,21.78,1.4,145.45,0.4585860805388379,418.22,2186.3,0.607295003260032,0.34767509624660065,301.653169207713,289.2526228451944,184.48,433.28,4257.754800590842,-104.96336686246377,-27.6689852132331,-0.6625178069170364,541.24,3547.5298458420098
120000,天津市,2016,0.022,70.0046,0.0,3577.4128804519805,13.54,1.1584,689.43,1.059,21.36,1.2,154.77,0.471252901129075,378.95,2566.67,0.6284277540614254,0.3556693049561857,301.59428337679583,289.30732170612396,200.4,443.66,4516.97245638552,-44.629387091124954,-4.831080411587209,-0.3209108464273537,689.43,3577.4128804519805
120000,天津市,2017,0.02,70.0046,0.0,3644.3664097318288,13.93,-1.0791,489.21,1.057,18.01,1.05,164.08,0.4605704249853387,414.77,2431.94,0.6372438371609994,0.35242911274963995,302.1811317524366,289.56919979459974,212.27,439.52,4829.586821987623,69.10130248763926,48.42456096910337,0.09106434450382496,489.21,3644.3664097318288
120000,天津市,2018,0.019,69.5571,0.05,3576.180074635717,13.45,0.1443,601.45,0.811,16.95,0.9,173.4,0.4640967813287711,360.95,2519.28,0.6302278845013637,0.3487396616191058,301.7380686691144,289.507894654034,209.69,429.27,4884.804435436905,-74.56476008647587,-161.79921274422213,0.16383223154483856,601.45,3576.180074635717
120000,天津市,2019,0.018,88.0925,0.51,3652.846822871824,14.02,-1.2287,482.98,0.877,16.24,0.8,182.72,0.45500533353846473,397.97,2670.23,0.6033298233131744,0.3450641748093441,302.05595896437904,289.7097582406086,223.25,410.27,5441.5384990372195,283.2856274904998,147.83732102998874,0.8975177156008135,482.98,3652.846822871824
120000,天津市,2020,0.017,86.4509,0.25,3582.6367056406466,13.68,-0.7016,678.38,0.871,15.3,0.7,192.03,0.4838081186417285,442.18,2685.5,0.633546197617213,0.3677510129797302,301.1910882563624,289.4192674093633,228.18,419.17,5443.614762506859,86.47821493680021,-47.40789272914844,0.900253895167228,678.38,3582.6367056406466
640000,宁夏回族自治区,2011,0.041,37.1665,0.72,3562.7083218877506,9.45,-0.9044,251.51,0.638,38.24,366.7,8.7,0.25147895103516266,443.96,2254.09,0.3372645310548801,0.20460506046664476,303.6355910439033,283.30613726859866,358.84,1205.76,2976.0483014861993,-245.34892366702525,0.192382535869001,-2.488509191838118,251.51,3562.7083218877506
640000,宁夏回族自治区,2012,0.038,38.2374,5.14,3626.8706393190337,9.31,-0.5174,286.23,0.669,39.44,104.0,60.5,0.3007796171071781,269.87,2492.62,0.407214028261584,0.2326102378135612,302.4705832952463,283.0831140820265,374.97,1176.46,3187.2736854631694,-34.78451639341438,71.50173674303551,-0.3801853235909354,286.23,3626.8706393190337
640000,宁夏回族自治区,2013,0.036,38.7984,4.73,3636.552372229444,10.81,-1.7123,242.73,0.699,40.44,194.0,66.22,0.2853467846579973,413.72,2128.55,0.3851753374958922,0.2269957000766787,304.1024335577342,283.880046076173,373.29,1147.08,3254.2629982215717,31.543819661629186,27.652565538307044,0.2884614287398072,242.73,3636.552372229444
640000,宁夏回族自治区,2014,0.034,38.8257,0.14,3595.457276145109,10.43,-0.4395,286.25,0.722,39.7,227.8,71.93,0.281446065442937,390.61,2319.59,0.3741838409464344,0.2254796464015774,303.0410298457637,283.7366607328546,376.59,1126.76,3342.23792111896,118.85776585565873,47.84431266972979,1.1665738329383109,286.25,3595.457276145109
640000,宁夏回族自治区,2015,0.032,39.4187,0.41,3603.378475090181,10.23,-1.7324,271.76,0.734,40.09,172.1,77.65,0.2696863550068072,385.8,2581.79,0.3291667065395991,0.21811866447584624,303.80395081163994,283.15745449217735,372.6,1132.43,3290.2695972377983,66.22846527113825,-32.84974525074267,0.6478574951169092,271.76,3603.378475090181
640000,宁夏回族自治区,2016,0.03,40.0895,0.62,3626.967545665338,10.13,-1.0403,288.1,0.519,40.72,279.2,83.37,0.2755828218393503,417.09,2646.8,0.3596216036805784,0.21925309825829772,304.24762981419184,284.0433729270464,370.65,1118.85,3312.776511596729,88.07440292670981,-13.55330003215795,0.8725078844313993,288.1,3626.967545665338
640000,宁夏回族自治区,2017,0.028,39.8016,0.75,3576.828445509169,10.61,-0.9575,307.71,0.535,40.8,130.7,89.08,0.281053882916295,382.18,2355.54,0.38870350575090373,0.2281911078589088,303.65845127302856,283.3306727107896,370.05,1132.63,3267.1746289609137,41.81154358753565,-48.028449103044295,0.4173375077091636,307.71,3576.828445509169
640000,宁夏回族自治区,2018,0.026,40.7354,0.59,3562.505308571236,10.16,-0.187,348.57,0.534,38.37,68.35,94.8,0.323373509224919,358.65,2504.65,0.4462323036477161,0.2523319394238142,302.6071858242505,283.9427798136304,392.58,1164.57,3371.029650428914,145.0055883521768,78.31579794485424,1.4539554391135725,348.57,3562.505308571236
640000,宁夏回族自治区,2019,0.024,45.387,0.26,3549.200655569623,10.32,-1.1891,294.58,0.548,38.44,6.0,100.52,0.3173370893385287,360.81,2467.73,0.40992702333223796,0.2524107444407931,303.1260933616886,283.84472237815817,373.15,1152.96,3236.4522620038856,9.767223223789642,-22.88662458015233,0.11068544570314566,294.58,3549.200655569623
