province,city,year,production_wan_ton
湖北省,宜昌市,2020,151.08
湖北省,宜昌市,2021,153.37
湖北省,宜昌市,2022,151.06
湖北省,宜昌市,2023,153.48
湖北省,宜昌市,2024,153.7
湖北省,恩施土家族苗族自治州,2011,153.15
湖北省,恩施土家族苗族自治州,2012,159.06
湖北省,恩施土家族苗族自治州,2013,162.86
湖北省,恩施土家族苗族自治州,2014,164.85
湖北省,恩施土家族苗族自治州,2015,167.41
湖北省,恩施土家族苗族自治州,2016,149.77
湖北省,恩施土家族苗族自治州,2017,149.73
湖北省,恩施土家族苗族自治州,2018,146.69
湖北省,恩施土家族苗族自治州,2019,146.32
湖北省,恩施土家族苗族自治州,2020,144.12
湖北省,恩施土家族苗族自治州,2021,147.14
湖北省,恩施土家族苗族自治州,2022,143.77
湖北省,恩施土家族苗族自治州,2023,146.59
湖北省,恩施土家族苗族自治州,2024,146.74
湖北省,武汉市,2011,120.86
湖北省,武汉市,2012,125.89
湖北省,武汉市,2013,126.87
湖北省,武汉市,2014,127.13
湖北省,武汉市,2015,127.0
湖北省,武汉市,2016,110.01
湖北省,武汉市,2017,94.77
湖北省,武汉市,2018,94.14
湖北省,武汉市,2019,88.6
湖北省,武汉市,2020,89.6
湖北省,武汉市,2021,90.75
湖北省,武汉市,2022,89.88
湖北省,武汉市,2023,91.19
湖北省,武汉市,2024,91.25
湖北省,荆州市,2011,363.05
湖北省,荆州市,2012,371.06
湖北省,荆州市,2013,386.06
湖北省,荆州市,2014,400.02
湖北省,荆州市,2015,410.74
湖北省,荆州市,2016,371.51
湖北省,荆州市,2017,470.33
湖北省,荆州市,2018,473.39
湖北省,荆州市,2019,451.18
湖北省,荆州市,2020,449.82
湖北省,荆州市,2021,455.93
湖北省,荆州市,2022,453.36
湖北省,荆州市,2023,457.02
湖北省,荆州市,2024,457.56
湖北省,荆门市,2011,255.72
湖北省,荆门市,2012,262.14
湖北省,荆门市,2013,267.6
湖北省,荆门市,2014,272.93
湖北省,荆门市,2015,278.18
湖北省,荆门市,2016,250.73
湖北省,荆门市,2017,294.76
湖北省,荆门市,2018,295.14
湖北省,荆门市,2019,286.46
湖北省,荆门市,2020,286.8
湖北省,荆门市,2021,290.86
湖北省,荆门市,2022,289.51
湖北省,荆门市,2023,293.49
湖北省,荆门市,2024,296.35
湖北省,襄阳市,2011,475.05
湖北省,襄阳市,2012,501.41
湖北省,襄阳市,2013,502.81
湖北省,襄阳市,2014,503.72
湖北省,襄阳市,2015,505.32
湖北省,襄阳市,2016,500.14
湖北省,襄阳市,2017,500.22
湖北省,襄阳市,2018,481.72
湖北省,襄阳市,2019,467.28
湖北省,襄阳市,2020,472.43
湖北省,襄阳市,2021,473.17
湖北省,襄阳市,2022,469.33
湖北省,襄阳市,2023,473.08
湖北省,襄阳市,2024,473.65
湖北省,鄂州市,2011,32.98
湖北省,鄂州市,2012,34.49
湖北省,鄂州市,2013,35.51
湖北省,鄂州市,2014,36.39
湖北省,鄂州市,2015,36.74
湖北省,鄂州市,2016,31.12
湖北省,鄂州市,2017,27.04
湖北省,鄂州市,2018,27.11
湖北省,鄂州市,2019,25.38
湖北省,鄂州市,2020,24.55
湖北省,鄂州市,2021,25.28
湖北省,鄂州市,2022,25.17
湖北省,鄂州市,2023,25.51
湖北省,鄂州市,2024,25.64
湖北省,随州市,2011,155.86
湖北省,随州市,2012,155.04
湖北省,随州市,2013,158.18
湖北省,随州市,2014,160.92
湖北省,随州市,2015,163.42
湖北省,随州市,2016,157.4
湖北省,随州市,2017,145.51
湖北省,随州市,2018,152.19
湖北省,随州市,2019,142.47
湖北省,随州市,2020,146.17
湖北省,随州市,2021,147.01
湖北省,随州市,2022,145.82
湖北省,随州市,2023,147.37
湖北省,随州市,2024,147.55
湖北省,黄冈市,2011,301.14
湖北省,黄冈市,2012,312.49
湖北省,黄冈市,2013,318.98
湖北省,黄冈市,2014,325.75
湖北省,黄冈市,2015,331.99
湖北省,黄冈市,2016,290.82
湖北省,黄冈市,2017,277.23
湖北省,黄冈市,2018,283.02
湖北省,黄冈市,2019,268.63
湖北省,黄冈市,2020,269.11
湖北省,黄冈市,2021,273.15
湖北省,黄冈市,2022,271.7
湖北省,黄冈市,2023,275.48
湖北省,黄冈市,2024,276.5
湖北省,黄石市,2011,61.01
湖北省,黄石市,2012,63.05
湖北省,黄石市,2013,64.42
湖北省,黄石市,2014,64.98
湖北省,黄石市,2015,65.94
湖北省,黄石市,2016,57.26
湖北省,黄石市,2017,57.54
湖北省,黄石市,2018,57.28
湖北省,黄石市,2019,53.83
湖北省,黄石市,2020,51.29
湖北省,黄石市,2021,54.4
湖北省,黄石市,2022,53.79
湖北省,黄石市,2023,54.85
湖北省,黄石市,2024,55.11
